0.339346814,0.352038908,0.314767135,0.346938193,0.346069893,0.343470885,0.343684179,0.349466271,0.339346814,0.350783271,0.313924205,0.346700964,0.346694431,0.343705576,0.343125589,0.348537168,0.339346814,0.352347807,0.314345927,0.346938193,0.346012561,0.343470885,0.343753188,0.349051741,0.336873269,0.347434908,0.310807275,0.345283575,0.346168943,0.343705576,0.343511309,0.349001719
0.399703799,0.375765278,0.356289001,0.387574325,0.393634712,0.390311171,0.391229103,0.393137605,0.399496587,0.375347078,0.356076765,0.388018888,0.393838764,0.390499443,0.390517505,0.393137605,0.399703799,0.375765278,0.356289001,0.387574325,0.393191075,0.389926445,0.390630987,0.392917694,0.422086212,0.433058762,0.399012514,0.394819077,0.391510469,0.390499443,0.390522821,0.393137605
0.43288387,0.427573256,0.388094863,0.435365936,0.432877615,0.430819992,0.434168939,0.429488434,0.43288387,0.426737336,0.388271578,0.435365936,0.433536132,0.430330113,0.433425043,0.429488434,0.433312399,0.427155296,0.388518657,0.435365936,0.432668374,0.430514392,0.436129548,0.48184682,0.528281422,0.563992763,0.473787026,0.505415187,0.444867635,0.429249035,0.433937279,0.429488434
0.458505678,0.46880116,0.473152893,0.468384723,0.465573506,0.465560388,0.467683946,0.473528068,0.458505678,0.46880116,0.473513962,0.468085635,0.465573506,0.465560388,0.467683946,0.473523331,0.458505678,0.46880116,0.473152893,0.468384723,0.465565156,0.46688111,0.531873738,0.600343138,0.614351574,0.624096504,0.63160336,0.597074773,0.539903067,0.469811283,0.467552807,0.473523331
0.49561808,0.487156345,0.496711505,0.493353211,0.494375401,0.498080654,0.494374106,0.495884596,0.495192468,0.487574146,0.496711505,0.493526136,0.493985507,0.497674179,0.494374106,0.495752654,0.495192468,0.487156345,0.496285143,0.493388176,0.49194899,0.555200506,0.628337916,0.655287371,0.662440011,0.655112477,0.660057608,0.650546415,0.626766974,0.550440632,0.491941044,0.495592296
0.526737802,0.518180201,0.52786206,0.527084645,0.52176835,0.524518487,0.524468685,0.520708231,0.52631348,0.519015975,0.527434219,0.527084645,0.521665139,0.524518487,0.524964398,0.52084787,0.526737802,0.518180201,0.52786206,0.526452196,0.551703215,0.657383058,0.687560347,0.712453155,0.742936249,0.737988899,0.745908736,0.715339395,0.681190902,0.640646364,0.537686156,0.520374375
0.545106239,0.54277313,0.543466116,0.541035552,0.548379823,0.546427191,0.543967632,0.548829485,0.545106239,0.54277313,0.544203006,0.540998827,0.54776358,0.546427191,0.544458264,0.548829485,0.545106239,0.54277313,0.543466116,0.548720493,0.664966547,0.711925915,0.756550912,0.840302862,0.898883775,0.896473938,0.894193006,0.804363357,0.730299119,0.700585317,0.619717647,0.546631079
0.566437318,0.53836168,0.573016951,0.567958556,0.566808441,0.566405634,0.569212262,0.571069207,0.567703572,0.53836168,0.573202143,0.567739264,0.566119172,0.566605436,0.569671372,0.571512217,0.566437318,0.53836168,0.569318622,0.656501813,0.727429747,0.775132625,0.892085121,0.934518458,0.918516684,0.887725977,0.927736457,0.929238322,0.833199334,0.736687141,0.702020447,0.58836635
0.582856081,0.553829004,0.581707323,0.583821554,0.582886616,0.585421737,0.583407853,0.58675893,0.587016421,0.555503876,0.582211047,0.583342271,0.582795458,0.585975093,0.583407853,0.58675893,0.58664633,0.554247381,0.62604995,0.728557019,0.778733425,0.914293938,0.946486766,0.883188294,0.805424101,0.752121322,0.853106768,0.935778174,0.938526504,0.812884934,0.742825776,0.669403383
0.621767216,0.566481978,0.602479891,0.599889905,0.600301974,0.598545888,0.596739739,0.59735374,0.597259934,0.569003071,0.602479891,0.59868982,0.600301974,0.598883567,0.597101175,0.596915624,0.596839624,0.568584386,0.72357361,0.78019038,0.908817212,0.957366001,0.8475061,0.794874438,0.769711295,0.724476915,0.798941144,0.836245568,0.947946092,0.926750826,0.786195032,0.725657718
0.673885232,0.608256136,0.60830093,0.614636853,0.612851751,0.611513107,0.612988179,0.608709565,0.610934039,0.611597136,0.60830093,0.614611669,0.613505948,0.610971548,0.612988179,0.608709565,0.607157661,0.6894934,0.772204098,0.876599671,0.981826854,0.857339336,0.78979016,0.769010506,0.756035035,0.756599174,0.76860786,0.792638064,0.863877246,0.983733206,0.869705645,0.7727945
0.752479073,0.638121091,0.625222095,0.620263433,0.620443521,0.626377724,0.622952315,0.62131854,0.621800843,0.624365349,0.625222095,0.620263433,0.620550659,0.625737379,0.622952315,0.620656666,0.666215189,0.774689326,0.843613863,0.989307607,0.883142012,0.792676527,0.763664371,0.729604838,0.710591443,0.712200625,0.739218058,0.768182927,0.79484731,0.922460359,0.981597933,0.822453249
