,ss,sod,sdd,dd,condition_no
3173,7,26,42,5,48158985.7225609
3174,7,26,43,0,154519342.225347
3175,7,26,43,1,53507722.4920898
3176,7,26,43,2,149294378.059307
3177,7,26,43,3,67497512.4308874
3178,7,26,43,4,7522141.96341433
3179,7,26,43,5,66646665.1005453
3180,7,26,44,0,154519342.225347
3181,7,26,44,1,54077822.2509672
3182,7,26,44,2,149586065.038334
3183,7,26,44,3,54830600.8466383
3184,7,26,44,4,13675672.9364832
3185,7,26,44,5,8034198.92275535
3186,7,26,45,0,154519342.225347
3187,7,26,45,1,45589252.0214488
3188,7,26,45,2,145031049.354821
3189,7,26,45,3,56106962.5512512
3190,7,26,45,4,22050818.082351
3191,7,26,45,5,7665862.38382736
3192,7,27,32,0,154519342.225347
3193,7,27,32,1,180319345.360412
3194,7,27,32,2,35507889.5334687
3195,7,27,32,3,15376127.2202842
3196,7,27,32,4,50392958.3604619
3197,7,27,32,5,24376648.9392863
3198,7,27,33,0,154519342.225347
3199,7,27,33,1,179067378.867636
3200,7,27,33,2,31552623.6304009
3201,7,27,33,3,7688647.26734875
3202,7,27,33,4,43408370.2081747
3203,7,27,33,5,9610761.68854561
3204,7,27,34,0,154519342.225347
3205,7,27,34,1,162155977.972051
3206,7,27,34,2,34660184.3218216
3207,7,27,34,3,14902360.2526712
3208,7,27,34,4,42613698.6140147
3209,7,27,34,5,9140049.81926639
3210,7,27,35,0,154519342.225347
3211,7,27,35,1,145158091.993142
3212,7,27,35,2,34455027.0178801
3213,7,27,35,3,22061362.8666321
3214,7,27,35,4,47863275.339216
3215,7,27,35,5,16751324.9955601
3216,7,27,36,0,154519342.225347
3217,7,27,36,1,125012163.515086
3218,7,27,36,2,32759874.5670043
3219,7,27,36,3,22892060.1529331
3220,7,27,36,4,74137904.0985259
3221,7,27,36,5,16686041.0888251
3222,7,27,37,0,154519342.225347
3223,7,27,37,1,105165818.915845
3224,7,27,37,2,40765489.9259809
3225,7,27,37,3,7841474.12018194
3226,7,27,37,4,6938390.14733731
3227,7,27,37,5,8651744.07415294
3228,7,27,38,0,154519342.225347
3229,7,27,38,1,89395873.3062191
3230,7,27,38,2,39075546.2447157
3231,7,27,38,3,7816083.16229401
3232,7,27,38,4,6698582.85361612
3233,7,27,38,5,8291210.35632847
3234,7,27,39,0,154519342.225347
3235,7,27,39,1,84502317.2912312
3236,7,27,39,2,41868295.4628954
3237,7,27,39,3,7702848.35142009
3238,7,27,39,4,7887142.78777239
3239,7,27,39,5,40935398.6737576
3240,7,27,40,0,154519342.225347
3241,7,27,40,1,83114197.6901603
3242,7,27,40,2,59510439.8749572
3243,7,27,40,3,6322635.31082309
3244,7,27,40,4,7335809.26054666
3245,7,27,40,5,50392958.3604619
3246,7,27,41,0,154519342.225347
3247,7,27,41,1,77038491.9791947
3248,7,27,41,2,75546518.3905947
3249,7,27,41,3,7832652.2906865
3250,7,27,41,4,15298377.5852775
3251,7,27,41,5,36727804.9985458
3252,7,27,42,0,154519342.225347
3253,7,27,42,1,80633059.0015272
3254,7,27,42,2,110288089.567228
3255,7,27,42,3,15835645.3196607
3256,7,27,42,4,12957806.6135105
3257,7,27,42,5,41949371.8815048
3258,7,27,43,0,154519342.225347
3259,7,27,43,1,61500770.6515986
3260,7,27,43,2,125577520.724326
3261,7,27,43,3,37075177.0073902
3262,7,27,43,4,7804931.47279239
3263,7,27,43,5,43627376.0436191
3264,7,27,44,0,154519342.225347
3265,7,27,44,1,62052587.8239855
3266,7,27,44,2,142496601.240227
3267,7,27,44,3,58487242.6524679
3268,7,27,44,4,7688647.26734875
3269,7,27,44,5,55112392.3958616
3270,7,27,45,0,154519342.225347
3271,7,27,45,1,52473723.6816975
3272,7,27,45,2,141592246.723903
3273,7,27,45,3,72447568.158219
3274,7,27,45,4,7083450.3927679
3275,7,27,45,5,74137904.0985259
3276,8,15,32,0,166138267.337595
3277,8,15,32,1,26964036.5832111
3278,8,15,32,2,181008356.173997
3279,8,15,32,3,154485934.811648
3280,8,15,32,4,50211402.5238282
3281,8,15,32,5,14198175.9778194
3282,8,15,33,0,166138267.337595
3283,8,15,33,1,25183298.6126534
3284,8,15,33,2,184463324.549037
3285,8,15,33,3,153900300.570222
3286,8,15,33,4,49273989.0441501
3287,8,15,33,5,37436176.0332052
3288,8,15,34,0,166138267.337595
3289,8,15,34,1,17384147.7677875
3290,8,15,34,2,185147062.304543
3291,8,15,34,3,156782423.413689
3292,8,15,34,4,50499415.5674807
3293,8,15,34,5,48435397.3813446
3294,8,15,35,0,166138267.337595
3295,8,15,35,1,17971083.7585557
3296,8,15,35,2,140707984.53519
3297,8,15,35,3,154827397.148907
3298,8,15,35,4,49992005.4294561
3299,8,15,35,5,71344800.8264654
3300,8,15,36,0,166138267.337595
3301,8,15,36,1,17050486.7796418
3302,8,15,36,2,127931341.297169
3303,8,15,36,3,160670044.20339
3304,8,15,36,4,47366383.481145
3305,8,15,36,5,79444975.8395331
3306,8,15,37,0,166138267.337595
3307,8,15,37,1,17611648.4731822
3308,8,15,37,2,117477715.672926
3309,8,15,37,3,174524178.447483
3310,8,15,37,4,47561912.482732
3311,8,15,37,5,93444145.3462804
3312,8,15,38,0,166138267.337595
3313,8,15,38,1,17610015.6765946
3314,8,15,38,2,108862461.442661
3315,8,15,38,3,171337023.262859
3316,8,15,38,4,59389413.0335869
3317,8,15,38,5,83589086.2767939
3318,8,15,39,0,166138267.337595
3319,8,15,39,1,16666665.6066107
3320,8,15,39,2,97066084.6283959
3321,8,15,39,3,156792762.454361
3322,8,15,39,4,85039652.6354029
3323,8,15,39,5,56779561.82848
3324,8,15,40,0,166138267.337595
3325,8,15,40,1,16877819.4360224
3326,8,15,40,2,86428743.6269758
3327,8,15,40,3,171043207.959233
3328,8,15,40,4,104988695.355856
3329,8,15,40,5,50211402.5238282
3330,8,15,41,0,166138267.337595
3331,8,15,41,1,17111013.7247151
3332,8,15,41,2,88949268.8691069
3333,8,15,41,3,172844265.981945
3334,8,15,41,4,148732959.512406
3335,8,15,41,5,47520168.0576103
3336,8,15,42,0,166138267.337595
3337,8,15,42,1,17770009.6925336
3338,8,15,42,2,83103709.9333085
3339,8,15,42,3,167196773.687841
3340,8,15,42,4,157082113.212192
3341,8,15,42,5,52835912.3728257
3342,8,15,43,0,166138267.337595
3343,8,15,43,1,17499801.0104751
3344,8,15,43,2,72063160.3776911
3345,8,15,43,3,172327569.129838
3346,8,15,43,4,156490375.899586
3347,8,15,43,5,52502350.7778973
3348,8,15,44,0,166138267.337595
3349,8,15,44,1,17348852.0039294
3350,8,15,44,2,61545825.0168623
3351,8,15,44,3,175458774.102847
3352,8,15,44,4,153900300.570222
3353,8,15,44,5,47329966.7942622
3354,8,15,45,0,166138267.337595
3355,8,15,45,1,17395570.0529669
3356,8,15,45,2,56063537.9641895
3357,8,15,45,3,179047127.701849
3358,8,15,45,4,153843487.507359
3359,8,15,45,5,47366383.481145
3360,8,16,32,0,166138267.337595
3361,8,16,32,1,37128786.4176232
3362,8,16,32,2,174095868.556661
3363,8,16,32,3,107714588.332046
3364,8,16,32,4,81705601.1240163
3365,8,16,32,5,7165929.53373466
3366,8,16,33,0,166138267.337595
3367,8,16,33,1,26356978.0774544
3368,8,16,33,2,175557856.969789
3369,8,16,33,3,145747739.421913
3370,8,16,33,4,68792789.9576284
3371,8,16,33,5,8503958.49144153
3372,8,16,34,0,166138267.337595
3373,8,16,34,1,27108990.4632284
3374,8,16,34,2,180623366.374204
3375,8,16,34,3,155986587.686837
3376,8,16,34,4,46479749.8080254
3377,8,16,34,5,7208782.58272092
3378,8,16,35,0,166138267.337595
3379,8,16,35,1,26010735.1440976
3380,8,16,35,2,182382746.751719
3381,8,16,35,3,146785775.103083
3382,8,16,35,4,45326972.0770352
3383,8,16,35,5,27413153.9878975
3384,8,16,36,0,166138267.337595
3385,8,16,36,1,27486381.2306348
3386,8,16,36,2,180997380.081077
3387,8,16,36,3,150308632.06598
3388,8,16,36,4,45729686.2187487
3389,8,16,36,5,41263516.7171781
3390,8,16,37,0,166138267.337595
3391,8,16,37,1,18252303.5088031
3392,8,16,37,2,152731114.06787
3393,8,16,37,3,158553157.432002
3394,8,16,37,4,51149903.0313329
3395,8,16,37,5,60646650.5484753
3396,8,16,38,0,166138267.337595
3397,8,16,38,1,17900209.932875
3398,8,16,38,2,132263526.071584
3399,8,16,38,3,159355638.846029
3400,8,16,38,4,47090216.3974029
3401,8,16,38,5,75811498.5556516
3402,8,16,39,0,166138267.337595
3403,8,16,39,1,17074037.5700795
3404,8,16,39,2,112473796.009203
3405,8,16,39,3,166121356.575275
3406,8,16,39,4,43749297.5423938
3407,8,16,39,5,95480800.193193
3408,8,16,40,0,166138267.337595
3409,8,16,40,1,16848236.2099592
3410,8,16,40,2,109097576.503143
3411,8,16,40,3,167902563.615552
3412,8,16,40,4,50429137.7657933
3413,8,16,40,5,81705601.1240163
3414,8,16,41,0,166138267.337595
3415,8,16,41,1,17172318.573542
3416,8,16,41,2,99798866.4555841
3417,8,16,41,3,167888492.411838
3418,8,16,41,4,68172279.9766466
3419,8,16,41,5,67665183.0262324
3420,8,16,42,0,166138267.337595
3421,8,16,42,1,16205390.4915928
3422,8,16,42,2,99585204.6140112
3423,8,16,42,3,158580386.970908
3424,8,16,42,4,88867087.2136329
3425,8,16,42,5,45366129.6651109
3426,8,16,43,0,166138267.337595
3427,8,16,43,1,17006060.022427
3428,8,16,43,2,89877544.1464515
3429,8,16,43,3,170697993.349761
3430,8,16,43,4,119709154.816006
3431,8,16,43,5,50093035.6439911
3432,8,16,44,0,166138267.337595
3433,8,16,44,1,17160679.5222857
3434,8,16,44,2,90407634.8100312
3435,8,16,44,3,168027714.262222
3436,8,16,44,4,145747739.421913
3437,8,16,44,5,44525043.710441
3438,8,16,45,0,166138267.337595
3439,8,16,45,1,17280249.7880336
3440,8,16,45,2,71487087.203724
3441,8,16,45,3,171842275.244385
3442,8,16,45,4,155040709.404939
3443,8,16,45,5,45729686.2187487
3444,8,17,32,0,166138267.337595
3445,8,17,32,1,33777168.9092655
3446,8,17,32,2,168233494.549287
3447,8,17,32,3,49194398.2305987
3448,8,17,32,4,64784308.5073641
3449,8,17,32,5,15207687.5904495
3450,8,17,33,0,166138267.337595
3451,8,17,33,1,35038999.0572739
3452,8,17,33,2,171784933.851683
3453,8,17,33,3,76720461.0547988
3454,8,17,33,4,94765576.972094
3455,8,17,33,5,22550724.1356056
3456,8,17,34,0,166138267.337595
3457,8,17,34,1,26181594.3498633
3458,8,17,34,2,174460165.28957
3459,8,17,34,3,105130987.751945
3460,8,17,34,4,80090742.1184751
3461,8,17,34,5,7848806.67106106
3462,8,17,35,0,166138267.337595
3463,8,17,35,1,26410038.8371898
3464,8,17,35,2,175290234.402482
3465,8,17,35,3,147720572.593172
3466,8,17,35,4,59210454.6406052
3467,8,17,35,5,8650496.93588136
3468,8,17,36,0,166138267.337595
3469,8,17,36,1,26356613.0635322
3470,8,17,36,2,174486730.916775
3471,8,17,36,3,151851480.554988
3472,8,17,36,4,44231221.3056623
3473,8,17,36,5,7436043.04065174
3474,8,17,37,0,166138267.337595
3475,8,17,37,1,26762658.9849724
3476,8,17,37,2,180025774.955307
3477,8,17,37,3,147584559.96888
3478,8,17,37,4,49175544.0606209
3479,8,17,37,5,21712421.3850969
3480,8,17,38,0,166138267.337595
3481,8,17,38,1,26659093.7408617
3482,8,17,38,2,181390594.037626
3483,8,17,38,3,149895782.394921
3484,8,17,38,4,48111633.7430714
3485,8,17,38,5,35704509.5713483
3486,8,17,39,0,166138267.337595
3487,8,17,39,1,17563970.2324597
3488,8,17,39,2,164223990.543369
3489,8,17,39,3,152194493.629866
3490,8,17,39,4,49067820.6995738
3491,8,17,39,5,49909489.3003994
3492,8,17,40,0,166138267.337595
3493,8,17,40,1,16901558.1105734
3494,8,17,40,2,147897033.127414
3495,8,17,40,3,154827226.487313
3496,8,17,40,4,49580047.6967203
3497,8,17,40,5,64784308.5073641
3498,8,17,41,0,166138267.337595
3499,8,17,41,1,17773836.5743504
3500,8,17,41,2,123038027.983861
3501,8,17,41,3,167219840.33752
3502,8,17,41,4,48438256.7848695
3503,8,17,41,5,96829415.6232935
3504,8,17,42,0,166138267.337595
3505,8,17,42,1,17060961.8003816
3506,8,17,42,2,115956400.443001
3507,8,17,42,3,167834447.687724
3508,8,17,42,4,48703582.5112794
3509,8,17,42,5,74409373.7175784
3510,8,17,43,0,166138267.337595
3511,8,17,43,1,17213637.8489595
3512,8,17,43,2,99772824.2395464
3513,8,17,43,3,169810570.817753
3514,8,17,43,4,59223187.1144991
3515,8,17,43,5,67748928.2054538
3516,8,17,44,0,166138267.337595
3517,8,17,44,1,17028577.5058616
3518,8,17,44,2,101525328.161013
3519,8,17,44,3,168364234.655635
3520,8,17,44,4,76720461.0547988
3521,8,17,44,5,47425315.8194217
3522,8,17,45,0,166138267.337595
3523,8,17,45,1,16593918.4569572
3524,8,17,45,2,90131378.9990099
3525,8,17,45,3,168257520.203679
3526,8,17,45,4,97461637.2868016
3527,8,17,45,5,44231221.3056623
3528,8,18,32,0,166138267.337595
3529,8,18,32,1,35196102.2828566
3530,8,18,32,2,166771500.707242
3531,8,18,32,3,48967076.493861
3532,8,18,32,4,21600794.5000721
3533,8,18,32,5,15658658.9053194
3534,8,18,33,0,166138267.337595
3535,8,18,33,1,36028203.7476857
3536,8,18,33,2,173601501.237189
3537,8,18,33,3,35004795.8636108
3538,8,18,33,4,41809700.7147889
3539,8,18,33,5,23651545.6328473
3540,8,18,34,0,166138267.337595
3541,8,18,34,1,35764301.5864835
3542,8,18,34,2,166706678.257416
3543,8,18,34,3,51064760.7561285
3544,8,18,34,4,74527261.7079388
3545,8,18,34,5,22569891.2991749
3546,8,18,35,0,166138267.337595
3547,8,18,35,1,35025790.689087
3548,8,18,35,2,171434858.572056
3549,8,18,35,3,73317360.4843389
3550,8,18,35,4,98930512.3278074
3551,8,18,35,5,29583896.6227633
3552,8,18,36,0,166138267.337595
3553,8,18,36,1,26884624.0059954
3554,8,18,36,2,173950294.464551
3555,8,18,36,3,107659277.282147
3556,8,18,36,4,70986922.8358263
3557,8,18,36,5,7615263.61347288
3558,8,18,37,0,166138267.337595
3559,8,18,37,1,25689346.871027
3560,8,18,37,2,175038135.567805
3561,8,18,37,3,145525431.920819
3562,8,18,37,4,54613288.3870092
3563,8,18,37,5,8109502.14071863
3564,8,18,38,0,166138267.337595
3565,8,18,38,1,26310048.0113788
3566,8,18,38,2,177027414.022608
3567,8,18,38,3,155274441.582552
3568,8,18,38,4,45902377.2885999
3569,8,18,38,5,8065746.66296195
3570,8,18,39,0,166138267.337595
3571,8,18,39,1,26442997.9783237
3572,8,18,39,2,179655375.605742
3573,8,18,39,3,152670411.335936
3574,8,18,39,4,42666813.0628585
3575,8,18,39,5,14731430.0913742
3576,8,18,40,0,166138267.337595
3577,8,18,40,1,27123779.778521
3578,8,18,40,2,178235188.187137
3579,8,18,40,3,152516073.025844
3580,8,18,40,4,52357802.6122603
3581,8,18,40,5,21600794.5000721
3582,8,18,41,0,166138267.337595
3583,8,18,41,1,17536019.8372705
3584,8,18,41,2,167802413.234209
3585,8,18,41,3,147828322.856825
3586,8,18,41,4,50354418.8158213
3587,8,18,41,5,45279679.4630456
3588,8,18,42,0,166138267.337595
3589,8,18,42,1,17747970.2722999
3590,8,18,42,2,152565997.058609
3591,8,18,42,3,154283833.436557
3592,8,18,42,4,45382708.9235877
3593,8,18,42,5,57661389.2698509
3594,8,18,43,0,166138267.337595
3595,8,18,43,1,18402597.0956418
3596,8,18,43,2,128349673.343338
3597,8,18,43,3,155173199.20342
3598,8,18,43,4,47345907.5784129
3599,8,18,43,5,93024807.6438887
3600,8,18,44,0,166138267.337595
3601,8,18,44,1,17233366.8394565
3602,8,18,44,2,114093587.007783
3603,8,18,44,3,165003386.860659
3604,8,18,44,4,35004795.8636108
3605,8,18,44,5,86386152.8790132
3606,8,18,45,0,166138267.337595
3607,8,18,45,1,17589490.6471158
3608,8,18,45,2,107786676.26863
3609,8,18,45,3,170601969.985997
3610,8,18,45,4,48430142.8496722
3611,8,18,45,5,70986922.8358263
3612,8,19,32,0,166138267.337595
3613,8,19,32,1,43056650.8103492
3614,8,19,32,2,172759925.675623
3615,8,19,32,3,50775602.5141502
3616,8,19,32,4,7368946.29108269
3617,8,19,32,5,14833008.6864924
3618,8,19,33,0,166138267.337595
3619,8,19,33,1,35371672.9436466
3620,8,19,33,2,163617162.066089
3621,8,19,33,3,57776561.969404
3622,8,19,33,4,14046339.8499263
3623,8,19,33,5,14320686.1876924
3624,8,19,34,0,166138267.337595
3625,8,19,34,1,35339742.9233136
3626,8,19,34,2,169602034.912303
3627,8,19,34,3,44888948.6659032
3628,8,19,34,4,22425140.7259393
3629,8,19,34,5,15917546.7286999
3630,8,19,35,0,166138267.337595
3631,8,19,35,1,34972523.0648032
3632,8,19,35,2,165618547.284539
3633,8,19,35,3,39399068.0104309
3634,8,19,35,4,41640991.7796285
3635,8,19,35,5,23969097.3562449
3636,8,19,36,0,166138267.337595
3637,8,19,36,1,35519545.7551624
3638,8,19,36,2,174529710.259199
3639,8,19,36,3,58669952.3630662
3640,8,19,36,4,75361806.4677233
3641,8,19,36,5,23084177.2387617
3642,8,19,37,0,166138267.337595
3643,8,19,37,1,35439468.1729114
3644,8,19,37,2,169365330.049028
3645,8,19,37,3,72893265.8798963
3646,8,19,37,4,85580518.280398
3647,8,19,37,5,30150057.8606011
3648,8,19,38,0,166138267.337595
3649,8,19,38,1,26871474.3111271
3650,8,19,38,2,176224033.657998
3651,8,19,38,3,104647112.774471
3652,8,19,38,4,72474393.4484573
3653,8,19,38,5,7730823.72777168
3654,8,19,39,0,166138267.337595
3655,8,19,39,1,25484961.873254
3656,8,19,39,2,178628749.741872
3657,8,19,39,3,142822416.65895
3658,8,19,39,4,48000220.1708093
3659,8,19,39,5,7925458.52966295
3660,8,19,40,0,166138267.337595
3661,8,19,40,1,26477227.4227786
3662,8,19,40,2,176658856.357835
3663,8,19,40,3,158675173.699159
3664,8,19,40,4,46905066.0517513
3665,8,19,40,5,7368946.29108269
3666,8,19,41,0,166138267.337595
3667,8,19,41,1,26186829.5462764
3668,8,19,41,2,175176472.049322
3669,8,19,41,3,148142758.304036
3670,8,19,41,4,45140207.3366303
3671,8,19,41,5,13587154.8552975
3672,8,19,42,0,166138267.337595
3673,8,19,42,1,27245388.2776489
3674,8,19,42,2,178376912.583447
3675,8,19,42,3,143255268.780381
3676,8,19,42,4,53497221.5752648
3677,8,19,42,5,22516416.1308119
3678,8,19,43,0,166138267.337595
3679,8,19,43,1,17070765.3507022
3680,8,19,43,2,177062860.286443
3681,8,19,43,3,146387858.146141
3682,8,19,43,4,52334140.4731793
3683,8,19,43,5,31183370.123383
3684,8,19,44,0,166138267.337595
3685,8,19,44,1,17700019.7751881
3686,8,19,44,2,148535641.172798
3687,8,19,44,3,155840575.363601
3688,8,19,44,4,57776561.969404
3689,8,19,44,5,50249057.2686629
3690,8,19,45,0,166138267.337595
3691,8,19,45,1,17128266.5141012
3692,8,19,45,2,142367466.896504
3693,8,19,45,3,154434920.284736
3694,8,19,45,4,48207170.731597
3695,8,19,45,5,75361806.4677233
3696,8,20,32,0,166138267.337595
3697,8,20,32,1,52169851.7713618
3698,8,20,32,2,161161793.276561
3699,8,20,32,3,40272299.7554954
3700,8,20,32,4,7302472.06157133
3701,8,20,32,5,7860207.95996032
3702,8,20,33,0,166138267.337595
3703,8,20,33,1,42248208.8106968
3704,8,20,33,2,169564386.580607
3705,8,20,33,3,43755830.2153881
3706,8,20,33,4,8237220.73068848
3707,8,20,33,5,7253244.79430581
3708,8,20,34,0,166138267.337595
3709,8,20,34,1,44744198.291403
3710,8,20,34,2,172178356.640171
3711,8,20,34,3,49966142.9896439
3712,8,20,34,4,7548845.15326245
3713,8,20,34,5,14802349.0101094
3714,8,20,35,0,166138267.337595
3715,8,20,35,1,36139946.7372528
3716,8,20,35,2,169533991.192639
3717,8,20,35,3,50994528.7437382
3718,8,20,35,4,15341204.1798884
3719,8,20,35,5,11770218.0192618
3720,8,20,36,0,166138267.337595
3721,8,20,36,1,35162011.150527
3722,8,20,36,2,163481679.119499
3723,8,20,36,3,37005542.3025224
3724,8,20,36,4,22277295.5851327
3725,8,20,36,5,15380485.7024932
3726,8,20,37,0,166138267.337595
3727,8,20,37,1,35216638.8481769
3728,8,20,37,2,171933626.087478
3729,8,20,37,3,39879484.7277341
3730,8,20,37,4,44281999.140964
3731,8,20,37,5,24054606.8254015
3732,8,20,38,0,166138267.337595
3733,8,20,38,1,35479579.0458125
3734,8,20,38,2,173724674.544255
3735,8,20,38,3,58584702.2368411
3736,8,20,38,4,78560110.516044
3737,8,20,38,5,22647677.6136678
3738,8,20,39,0,166138267.337595
3739,8,20,39,1,35817035.320206
3740,8,20,39,2,166850456.135912
3741,8,20,39,3,71573993.3487369
3742,8,20,39,4,89560922.6961799
3743,8,20,39,5,31138037.6157461
3744,8,20,40,0,166138267.337595
3745,8,20,40,1,25953453.7332554
3746,8,20,40,2,172697606.646242
3747,8,20,40,3,108323375.088163
3748,8,20,40,4,66140836.0090396
3749,8,20,40,5,7302472.06157133
3750,8,20,41,0,166138267.337595
3751,8,20,41,1,27424679.914832
3752,8,20,41,2,177344293.214932
3753,8,20,41,3,139182554.147706
3754,8,20,41,4,47316726.0237703
3755,8,20,41,5,7062809.39047651
3756,8,20,42,0,166138267.337595
3757,8,20,42,1,25796311.3025328
3758,8,20,42,2,177707613.384816
3759,8,20,42,3,157997206.206096
3760,8,20,42,4,47147139.7071793
3761,8,20,42,5,7910673.66657473
3762,8,20,43,0,166138267.337595
3763,8,20,43,1,26705596.214129
3764,8,20,43,2,179196400.064055
3765,8,20,43,3,142385236.04271
3766,8,20,43,4,40880584.9556864
3767,8,20,43,5,7854411.17145715
3768,8,20,44,0,166138267.337595
3769,8,20,44,1,26157775.493318
3770,8,20,44,2,179314810.926324
3771,8,20,44,3,144876520.672314
3772,8,20,44,4,43755830.2153881
3773,8,20,44,5,13884815.8688335
3774,8,20,45,0,166138267.337595
3775,8,20,45,1,27112488.6584179
3776,8,20,45,2,173314148.889153
3777,8,20,45,3,143059347.283784
3778,8,20,45,4,52232344.5721651
3779,8,20,45,5,22277295.5851327
3780,8,21,32,0,166138267.337595
3781,8,21,32,1,53485877.861038
3782,8,21,32,2,149183684.016059
3783,8,21,32,3,45636100.6372628
3784,8,21,32,4,22548951.2237484
3785,8,21,32,5,7513205.54302267
3786,8,21,33,0,166138267.337595
3787,8,21,33,1,51287641.2918127
3788,8,21,33,2,153685293.984828
3789,8,21,33,3,43898016.1841354
3790,8,21,33,4,45653665.9270426
3791,8,21,33,5,7464238.89539406
3792,8,21,34,0,166138267.337595
3793,8,21,34,1,42182737.6641443
3794,8,21,34,2,172258159.927816
3795,8,21,34,3,37767745.237746
3796,8,21,34,4,7572555.82334184
3797,8,21,34,5,7615496.16556955
3798,8,21,35,0,166138267.337595
3799,8,21,35,1,43676465.1814211
3800,8,21,35,2,168337392.774691
3801,8,21,35,3,50569435.1003416
3802,8,21,35,4,7696702.16389852
3803,8,21,35,5,16475182.6452776
3804,8,21,36,0,166138267.337595
3805,8,21,36,1,44896773.7301314
3806,8,21,36,2,173468794.145657
3807,8,21,36,3,54729930.5447523
3808,8,21,36,4,7606938.6577276
3809,8,21,36,5,14682201.5827409
3810,8,21,37,0,166138267.337595
3811,8,21,37,1,34709265.6508605
3812,8,21,37,2,167612648.921666
3813,8,21,37,3,49017100.7797624
3814,8,21,37,4,14133263.0396882
3815,8,21,37,5,14481967.4063845
3816,8,21,38,0,166138267.337595
3817,8,21,38,1,35813756.1870082
3818,8,21,38,2,165733584.598828
3819,8,21,38,3,37603782.564756
3820,8,21,38,4,22590211.0901797
3821,8,21,38,5,16067026.2733182
3822,8,21,39,0,166138267.337595
3823,8,21,39,1,34925375.4182047
3824,8,21,39,2,165174040.889747
3825,8,21,39,3,47473468.3090615
3826,8,21,39,4,43919008.3058054
3827,8,21,39,5,23548998.7120016
3828,8,21,40,0,166138267.337595
3829,8,21,40,1,35730562.4446182
3830,8,21,40,2,169535826.257161
3831,8,21,40,3,58258538.3664305
3832,8,21,40,4,76849923.81963
3833,8,21,40,5,22548951.2237484
3834,8,21,41,0,166138267.337595
3835,8,21,41,1,37378210.1522542
3836,8,21,41,2,166108392.684096
3837,8,21,41,3,72094545.4240719
3838,8,21,41,4,64777613.4747197
3839,8,21,41,5,38505226.7169976
3840,8,21,42,0,166138267.337595
3841,8,21,42,1,26444432.3670087
3842,8,21,42,2,175716910.654098
3843,8,21,42,3,108637962.494738
3844,8,21,42,4,66673781.6729098
3845,8,21,42,5,7792976.18817658
3846,8,21,43,0,166138267.337595
3847,8,21,43,1,25813970.9760342
3848,8,21,43,2,181336821.291849
3849,8,21,43,3,140084521.460265
3850,8,21,43,4,47543436.0752003
3851,8,21,43,5,7053935.21845578
3852,8,21,44,0,166138267.337595
3853,8,21,44,1,26353338.5920627
3854,8,21,44,2,180534857.211814
3855,8,21,44,3,162256411.866293
3856,8,21,44,4,43898016.1841354
3857,8,21,44,5,7523221.60887064
3858,8,21,45,0,166138267.337595
3859,8,21,45,1,26649204.5835354
3860,8,21,45,2,178581508.301847
3861,8,21,45,3,149834011.337698
3862,8,21,45,4,40418118.6892508
3863,8,21,45,5,7606938.6577276
3864,8,22,32,0,166138267.337595
3865,8,22,32,1,62475895.1408629
3866,8,22,32,2,147057520.660797
3867,8,22,32,3,69428859.4299436
3868,8,22,32,4,15466559.8717565
3869,8,22,32,5,97230513.7265923
3870,8,22,33,0,166138267.337595
3871,8,22,33,1,58245847.627266
3872,8,22,33,2,149927975.295404
3873,8,22,33,3,68284241.2350143
3874,8,22,33,4,30481492.8843167
3875,8,22,33,5,8111724.89708641
3876,8,22,34,0,166138267.337595
3877,8,22,34,1,54219466.7657382
3878,8,22,34,2,147922329.686288
3879,8,22,34,3,47293457.6303619
3880,8,22,34,4,30532159.8066874
3881,8,22,34,5,7497452.17680347
3882,8,22,35,0,166138267.337595
3883,8,22,35,1,53341106.4989989
3884,8,22,35,2,161059749.490805
3885,8,22,35,3,38939604.1074531
3886,8,22,35,4,8105022.35935699
3887,8,22,35,5,8234704.10089821
3888,8,22,36,0,166138267.337595
3889,8,22,36,1,44562176.3935797
3890,8,22,36,2,167773381.040964
3891,8,22,36,3,39029513.220505
3892,8,22,36,4,7235000.48990606
3893,8,22,36,5,7754790.48225054
3894,8,22,37,0,166138267.337595
3895,8,22,37,1,43498509.2050566
3896,8,22,37,2,168274861.880352
3897,8,22,37,3,49508272.4739442
3898,8,22,37,4,7153713.0374987
3899,8,22,37,5,16337756.2420868
3900,8,22,38,0,166138267.337595
3901,8,22,38,1,35824994.4420478
3902,8,22,38,2,171681801.952048
3903,8,22,38,3,55104378.1859696
3904,8,22,38,4,7701821.41736108
3905,8,22,38,5,13177514.7094413
3906,8,22,39,0,166138267.337595
3907,8,22,39,1,36070276.4439193
3908,8,22,39,2,170840253.489092
3909,8,22,39,3,49007871.0988217
3910,8,22,39,4,15063453.2875729
3911,8,22,39,5,15217444.9184205
3912,8,22,40,0,166138267.337595
3913,8,22,40,1,34585667.8753136
3914,8,22,40,2,166578021.647263
3915,8,22,40,3,40673937.3850036
3916,8,22,40,4,23530460.3313714
3917,8,22,40,5,15466559.8717565
3918,8,22,41,0,166138267.337595
3919,8,22,41,1,36002198.6126658
3920,8,22,41,2,167576871.29822
3921,8,22,41,3,46762773.9306628
3922,8,22,41,4,46091252.8906603
3923,8,22,41,5,30596325.8479958
3924,8,22,42,0,166138267.337595
3925,8,22,42,1,35297383.827899
3926,8,22,42,2,166807494.655652
